EpochIndex,Subject,Session,TrialInFile,Class,Label,File
135,1,2,44,LH,0,B0102T.gdf
136,1,2,45,RH,1,B0102T.gdf
137,1,2,46,RH,1,B0102T.gdf
138,1,2,47,LH,0,B0102T.gdf
139,1,2,48,LH,0,B0102T.gdf
140,1,2,50,LH,0,B0102T.gdf
141,1,2,51,LH,0,B0102T.gdf
142,1,2,52,RH,1,B0102T.gdf
143,1,2,53,LH,0,B0102T.gdf
144,1,2,54,RH,1,B0102T.gdf
145,1,2,55,RH,1,B0102T.gdf
146,1,2,56,RH,1,B0102T.gdf
147,1,2,57,RH,1,B0102T.gdf
148,1,2,58,RH,1,B0102T.gdf
149,1,2,60,LH,0,B0102T.gdf
150,1,2,61,RH,1,B0102T.gdf
151,1,2,62,LH,0,B0102T.gdf
152,1,2,63,LH,0,B0102T.gdf
153,1,2,65,LH,0,B0102T.gdf
154,1,2,66,RH,1,B0102T.gdf
155,1,2,67,LH,0,B0102T.gdf
156,1,2,68,LH,0,B0102T.gdf
157,1,2,69,RH,1,B0102T.gdf
158,1,2,70,RH,1,B0102T.gdf
159,1,2,72,RH,1,B0102T.gdf
160,1,2,73,LH,0,B0102T.gdf
161,1,2,74,LH,0,B0102T.gdf
162,1,2,75,RH,1,B0102T.gdf
163,1,2,76,LH,0,B0102T.gdf
164,1,2,77,LH,0,B0102T.gdf
165,1,2,78,RH,1,B0102T.gdf
166,1,2,80,RH,1,B0102T.gdf
167,1,2,81,LH,0,B0102T.gdf
168,1,2,83,LH,0,B0102T.gdf
169,1,2,84,RH,1,B0102T.gdf
170,1,2,85,LH,0,B0102T.gdf
171,1,2,86,LH,0,B0102T.gdf
172,1,2,88,LH,0,B0102T.gdf
173,1,2,89,RH,1,B0102T.gdf
174,1,2,90,RH,1,B0102T.gdf
175,1,2,91,RH,1,B0102T.gdf
176,1,2,92,LH,0,B0102T.gdf
177,1,2,93,RH,1,B0102T.gdf
178,1,2,94,LH,0,B0102T.gdf
179,1,2,95,RH,1,B0102T.gdf
180,1,2,96,RH,1,B0102T.gdf
181,1,2,100,RH,1,B0102T.gdf
182,1,2,101,LH,0,B0102T.gdf
183,1,2,102,RH,1,B0102T.gdf
184,1,2,103,LH,0,B0102T.gdf
185,1,2,104,LH,0,B0102T.gdf
186,1,2,105,RH,1,B0102T.gdf
187,1,2,106,LH,0,B0102T.gdf
188,1,2,107,RH,1,B0102T.gdf
189,1,2,108,RH,1,B0102T.gdf
190,1,2,109,LH,0,B0102T.gdf
191,1,2,110,RH,1,B0102T.gdf
192,1,2,111,RH,1,B0102T.gdf
193,1,2,112,LH,0,B0102T.gdf
194,1,2,113,RH,1,B0102T.gdf
195,1,2,114,LH,0,B0102T.gdf
196,1,2,116,RH,1,B0102T.gdf
197,1,2,117,RH,1,B0102T.gdf
198,1,2,118,LH,0,B0102T.gdf
199,1,2,119,RH,1,B0102T.gdf
200,1,2,120,LH,0,B0102T.gdf
201,1,3,1,RH,1,B0103T.gdf
202,1,3,5,LH,0,B0103T.gdf
203,1,3,7,RH,1,B0103T.gdf
204,1,3,8,LH,0,B0103T.gdf
205,1,3,9,LH,0,B0103T.gdf
206,1,3,12,LH,0,B0103T.gdf
207,1,3,13,RH,1,B0103T.gdf
208,1,3,15,RH,1,B0103T.gdf
209,1,3,18,LH,0,B0103T.gdf
210,1,3,19,LH,0,B0103T.gdf
211,1,3,20,LH,0,B0103T.gdf
212,1,3,21,RH,1,B0103T.gdf
213,1,3,22,RH,1,B0103T.gdf
214,1,3,23,RH,1,B0103T.gdf
215,1,3,24,LH,0,B0103T.gdf
216,1,3,25,RH,1,B0103T.gdf
217,1,3,26,RH,1,B0103T.gdf
218,1,3,27,RH,1,B0103T.gdf
219,1,3,29,LH,0,B0103T.gdf
220,1,3,30,RH,1,B0103T.gdf
221,1,3,31,RH,1,B0103T.gdf
222,1,3,33,LH,0,B0103T.gdf
223,1,3,34,LH,0,B0103T.gdf
224,1,3,35,RH,1,B0103T.gdf
225,1,3,36,RH,1,B0103T.gdf
226,1,3,37,LH,0,B0103T.gdf
227,1,3,38,RH,1,B0103T.gdf
228,1,3,39,LH,0,B0103T.gdf
229,1,3,40,RH,1,B0103T.gdf
230,1,3,41,RH,1,B0103T.gdf
231,1,3,42,LH,0,B0103T.gdf
232,1,3,43,LH,0,B0103T.gdf
233,1,3,44,RH,1,B0103T.gdf
234,1,3,45,LH,0,B0103T.gdf
235,1,3,46,LH,0,B0103T.gdf
236,1,3,47,LH,0,B0103T.gdf
237,1,3,48,RH,1,B0103T.gdf
238,1,3,49,LH,0,B0103T.gdf
239,1,3,50,LH,0,B0103T.gdf
240,1,3,52,RH,1,B0103T.gdf
241,1,3,53,RH,1,B0103T.gdf
242,1,3,55,RH,1,B0103T.gdf
243,1,3,56,RH,1,B0103T.gdf
244,1,3,57,RH,1,B0103T.gdf
245,1,3,58,LH,0,B0103T.gdf
246,1,3,59,RH,1,B0103T.gdf
247,1,3,60,LH,0,B0103T.gdf
248,1,3,61,RH,1,B0103T.gdf
249,1,3,62,LH,0,B0103T.gdf
250,1,3,63,RH,1,B0103T.gdf
251,1,3,64,RH,1,B0103T.gdf
252,1,3,65,RH,1,B0103T.gdf
253,1,3,67,LH,0,B0103T.gdf
254,1,3,68,LH,0,B0103T.gdf
255,1,3,69,LH,0,B0103T.gdf
256,1,3,70,LH,0,B0103T.gdf
257,1,3,71,RH,1,B0103T.gdf
258,1,3,72,RH,1,B0103T.gdf
259,1,3,73,RH,1,B0103T.gdf
260,1,3,74,LH,0,B0103T.gdf
261,1,3,75,LH,0,B0103T.gdf
262,1,3,76,RH,1,B0103T.gdf
263,1,3,77,RH,1,B0103T.gdf
264,1,3,79,LH,0,B0103T.gdf
265,1,3,80,RH,1,B0103T.gdf
266,1,3,82,RH,1,B0103T.gdf
267,1,3,84,LH,0,B0103T.gdf
268,1,3,85,RH,1,B0103T.gdf
269,1,3,88,RH,1,B0103T.gdf
270,1,3,89,RH,1,B0103T.gdf
271,1,3,90,LH,0,B0103T.gdf
272,1,3,92,LH,0,B0103T.gdf
273,1,3,93,LH,0,B0103T.gdf
274,1,3,94,LH,0,B0103T.gdf
275,1,3,95,LH,0,B0103T.gdf
276,1,3,98,RH,1,B0103T.gdf
277,1,3,99,RH,1,B0103T.gdf
278,1,3,100,RH,1,B0103T.gdf
279,1,3,101,RH,1,B0103T.gdf
280,1,3,102,LH,0,B0103T.gdf
281,1,3,103,LH,0,B0103T.gdf
282,1,3,104,RH,1,B0103T.gdf
283,1,3,105,LH,0,B0103T.gdf
284,1,3,108,LH,0,B0103T.gdf
285,1,3,109,LH,0,B0103T.gdf
286,1,3,110,LH,0,B0103T.gdf
287,1,3,111,LH,0,B0103T.gdf
288,1,3,114,RH,1,B0103T.gdf
289,1,3,115,RH,1,B0103T.gdf
290,1,3,116,RH,1,B0103T.gdf
291,1,3,117,LH,0,B0103T.gdf
292,1,3,119,RH,1,B0103T.gdf
293,1,3,120,LH,0,B0103T.gdf
294,1,3,122,LH,0,B0103T.gdf
295,1,3,126,LH,0,B0103T.gdf
296,1,3,127,RH,1,B0103T.gdf
297,1,3,128,LH,0,B0103T.gdf
298,1,3,129,RH,1,B0103T.gdf
299,1,3,130,LH,0,B0103T.gdf
300,1,3,132,RH,1,B0103T.gdf
301,1,3,133,LH,0,B0103T.gdf
302,1,3,137,RH,1,B0103T.gdf
303,1,3,138,RH,1,B0103T.gdf
304,1,3,139,LH,0,B0103T.gdf
305,1,3,140,LH,0,B0103T.gdf
306,1,3,141,LH,0,B0103T.gdf
307,1,3,142,LH,0,B0103T.gdf
308,1,3,143,RH,1,B0103T.gdf
309,1,3,144,LH,0,B0103T.gdf
310,1,3,145,LH,0,B0103T.gdf
311,1,3,147,RH,1,B0103T.gdf
312,1,3,148,LH,0,B0103T.gdf
313,1,3,149,LH,0,B0103T.gdf
314,1,3,150,RH,1,B0103T.gdf
315,1,3,151,RH,1,B0103T.gdf
316,1,3,152,RH,1,B0103T.gdf
317,1,3,153,RH,1,B0103T.gdf
318,1,3,154,RH,1,B0103T.gdf
319,1,3,155,RH,1,B0103T.gdf
320,1,3,156,RH,1,B0103T.gdf
321,1,3,157,LH,0,B0103T.gdf
322,1,3,158,RH,1,B0103T.gdf
323,1,3,159,RH,1,B0103T.gdf
324,1,3,160,LH,0,B0103T.gdf
325,2,1,1,RH,1,B0201T.gdf
326,2,1,2,RH,1,B0201T.gdf
327,2,1,4,LH,0,B0201T.gdf
328,2,1,5,LH,0,B0201T.gdf
329,2,1,6,RH,1,B0201T.gdf
330,2,1,7,LH,0,B0201T.gdf
331,2,1,8,LH,0,B0201T.gdf
332,2,1,9,LH,0,B0201T.gdf
333,2,1,10,RH,1,B0201T.gdf
334,2,1,11,RH,1,B0201T.gdf
335,2,1,12,RH,1,B0201T.gdf
336,2,1,13,RH,1,B0201T.gdf
337,2,1,14,LH,0,B0201T.gdf
338,2,1,15,RH,1,B0201T.gdf
339,2,1,16,LH,0,B0201T.gdf
340,2,1,17,LH,0,B0201T.gdf
341,2,1,18,RH,1,B0201T.gdf
342,2,1,20,RH,1,B0201T.gdf
343,2,1,22,LH,0,B0201T.gdf
344,2,1,23,RH,1,B0201T.gdf
345,2,1,24,LH,0,B0201T.gdf
346,2,1,25,RH,1,B0201T.gdf
347,2,1,26,LH,0,B0201T.gdf
348,2,1,27,RH,1,B0201T.gdf
349,2,1,28,RH,1,B0201T.gdf
350,2,1,29,RH,1,B0201T.gdf
351,2,1,31,RH,1,B0201T.gdf
352,2,1,32,LH,0,B0201T.gdf
353,2,1,33,RH,1,B0201T.gdf
354,2,1,34,RH,1,B0201T.gdf
355,2,1,35,LH,0,B0201T.gdf
356,2,1,36,LH,0,B0201T.gdf
357,2,1,39,LH,0,B0201T.gdf
358,2,1,40,LH,0,B0201T.gdf
359,2,1,42,RH,1,B0201T.gdf
360,2,1,43,RH,1,B0201T.gdf
361,2,1,44,LH,0,B0201T.gdf
362,2,1,45,LH,0,B0201T.gdf
363,2,1,46,LH,0,B0201T.gdf
364,2,1,47,RH,1,B0201T.gdf
365,2,1,49,RH,1,B0201T.gdf
366,2,1,50,LH,0,B0201T.gdf
367,2,1,52,RH,1,B0201T.gdf
368,2,1,53,LH,0,B0201T.gdf
369,2,1,55,LH,0,B0201T.gdf
370,2,1,56,LH,0,B0201T.gdf
371,2,1,57,LH,0,B0201T.gdf
372,2,1,58,RH,1,B0201T.gdf
373,2,1,59,RH,1,B0201T.gdf
374,2,1,60,RH,1,B0201T.gdf
375,2,1,62,RH,1,B0201T.gdf
376,2,1,63,LH,0,B0201T.gdf
377,2,1,64,RH,1,B0201T.gdf
378,2,1,65,LH,0,B0201T.gdf
379,2,1,66,RH,1,B0201T.gdf
380,2,1,67,LH,0,B0201T.gdf
381,2,1,68,LH,0,B0201T.gdf
382,2,1,69,LH,0,B0201T.gdf
383,2,1,70,LH,0,B0201T.gdf
384,2,1,71,LH,0,B0201T.gdf
385,2,1,72,LH,0,B0201T.gdf
386,2,1,73,RH,1,B0201T.gdf
387,2,1,74,RH,1,B0201T.gdf
388,2,1,75,RH,1,B0201T.gdf
389,2,1,76,RH,1,B0201T.gdf
390,2,1,78,LH,0,B0201T.gdf
391,2,1,79,RH,1,B0201T.gdf
392,2,1,80,RH,1,B0201T.gdf
393,2,1,83,LH,0,B0201T.gdf
394,2,1,84,LH,0,B0201T.gdf
395,2,1,86,RH,1,B0201T.gdf
396,2,1,87,LH,0,B0201T.gdf
397,2,1,88,RH,1,B0201T.gdf
398,2,1,89,RH,1,B0201T.gdf
399,2,1,90,LH,0,B0201T.gdf
400,2,1,91,RH,1,B0201T.gdf
401,2,1,92,LH,0,B0201T.gdf
402,2,1,94,RH,1,B0201T.gdf
403,2,1,95,LH,0,B0201T.gdf
404,2,1,96,RH,1,B0201T.gdf
405,2,1,97,RH,1,B0201T.gdf
406,2,1,98,LH,0,B0201T.gdf
407,2,1,100,LH,0,B0201T.gdf
408,2,1,102,LH,0,B0201T.gdf
409,2,1,103,RH,1,B0201T.gdf
410,2,1,104,LH,0,B0201T.gdf
411,2,1,105,LH,0,B0201T.gdf
412,2,1,106,LH,0,B0201T.gdf
413,2,1,107,RH,1,B0201T.gdf
414,2,1,109,LH,0,B0201T.gdf
415,2,1,110,LH,0,B0201T.gdf
416,2,1,111,RH,1,B0201T.gdf
417,2,1,113,RH,1,B0201T.gdf
418,2,1,114,RH,1,B0201T.gdf
419,2,1,115,LH,0,B0201T.gdf
420,2,1,116,RH,1,B0201T.gdf
421,2,1,117,RH,1,B0201T.gdf
422,2,1,118,RH,1,B0201T.gdf
423,2,2,1,RH,1,B0202T.gdf
424,2,2,2,LH,0,B0202T.gdf
425,2,2,3,LH,0,B0202T.gdf
426,2,2,5,LH,0,B0202T.gdf
427,2,2,7,RH,1,B0202T.gdf
428,2,2,8,LH,0,B0202T.gdf
429,2,2,9,LH,0,B0202T.gdf
430,2,2,10,RH,1,B0202T.gdf
431,2,2,11,LH,0,B0202T.gdf
432,2,2,13,LH,0,B0202T.gdf
433,2,2,14,LH,0,B0202T.gdf
434,2,2,15,RH,1,B0202T.gdf
435,2,2,16,RH,1,B0202T.gdf
436,2,2,17,LH,0,B0202T.gdf
437,2,2,18,RH,1,B0202T.gdf
438,2,2,19,RH,1,B0202T.gdf
439,2,2,20,RH,1,B0202T.gdf
440,2,2,21,LH,0,B0202T.gdf
441,2,2,22,RH,1,B0202T.gdf
442,2,2,23,RH,1,B0202T.gdf
443,2,2,24,RH,1,B0202T.gdf
444,2,2,26,RH,1,B0202T.gdf
445,2,2,27,RH,1,B0202T.gdf
446,2,2,28,RH,1,B0202T.gdf
447,2,2,29,RH,1,B0202T.gdf
448,2,2,30,LH,0,B0202T.gdf
449,2,2,31,LH,0,B0202T.gdf
450,2,2,33,LH,0,B0202T.gdf
451,2,2,34,LH,0,B0202T.gdf
452,2,2,35,RH,1,B0202T.gdf
453,2,2,36,LH,0,B0202T.gdf
454,2,2,37,LH,0,B0202T.gdf
455,2,2,39,LH,0,B0202T.gdf
456,2,2,40,RH,1,B0202T.gdf
457,2,2,41,LH,0,B0202T.gdf
458,2,2,42,RH,1,B0202T.gdf
459,2,2,44,LH,0,B0202T.gdf
460,2,2,45,RH,1,B0202T.gdf
461,2,2,47,RH,1,B0202T.gdf
462,2,2,48,RH,1,B0202T.gdf
463,2,2,50,LH,0,B0202T.gdf
464,2,2,51,LH,0,B0202T.gdf
465,2,2,52,LH,0,B0202T.gdf
466,2,2,53,RH,1,B0202T.gdf
467,2,2,54,RH,1,B0202T.gdf
468,2,2,55,LH,0,B0202T.gdf
469,2,2,56,LH,0,B0202T.gdf
470,2,2,57,LH,0,B0202T.gdf
471,2,2,58,RH,1,B0202T.gdf
472,2,2,59,RH,1,B0202T.gdf
473,2,2,60,LH,0,B0202T.gdf
474,2,2,61,LH,0,B0202T.gdf
475,2,2,62,RH,1,B0202T.gdf
476,2,2,63,LH,0,B0202T.gdf
477,2,2,64,LH,0,B0202T.gdf
478,2,2,65,LH,0,B0202T.gdf
479,2,2,66,RH,1,B0202T.gdf
480,2,2,70,LH,0,B0202T.gdf
481,2,2,71,RH,1,B0202T.gdf
482,2,2,72,RH,1,B0202T.gdf
483,2,2,73,LH,0,B0202T.gdf
484,2,2,76,LH,0,B0202T.gdf
485,2,2,78,LH,0,B0202T.gdf
486,2,2,79,RH,1,B0202T.gdf
487,2,2,80,LH,0,B0202T.gdf
488,2,2,82,RH,1,B0202T.gdf
489,2,2,83,RH,1,B0202T.gdf
490,2,2,84,RH,1,B0202T.gdf
491,2,2,85,RH,1,B0202T.gdf
492,2,2,86,RH,1,B0202T.gdf
493,2,2,87,RH,1,B0202T.gdf
494,2,2,90,RH,1,B0202T.gdf
495,2,2,92,LH,0,B0202T.gdf
496,2,2,93,RH,1,B0202T.gdf
497,2,2,94,LH,0,B0202T.gdf
498,2,2,95,LH,0,B0202T.gdf
499,2,2,96,LH,0,B0202T.gdf
500,2,2,97,RH,1,B0202T.gdf
501,2,2,98,LH,0,B0202T.gdf
502,2,2,99,LH,0,B0202T.gdf
503,2,2,100,RH,1,B0202T.gdf
504,2,2,102,RH,1,B0202T.gdf
505,2,2,103,LH,0,B0202T.gdf
506,2,2,104,LH,0,B0202T.gdf
507,2,2,105,LH,0,B0202T.gdf
508,2,2,106,LH,0,B0202T.gdf
509,2,2,107,RH,1,B0202T.gdf
510,2,2,108,RH,1,B0202T.gdf
511,2,2,109,LH,0,B0202T.gdf
512,2,2,110,LH,0,B0202T.gdf
513,2,2,111,RH,1,B0202T.gdf
514,2,2,112,LH,0,B0202T.gdf
515,2,2,113,RH,1,B0202T.gdf
516,2,2,114,LH,0,B0202T.gdf
517,2,2,115,LH,0,B0202T.gdf
518,2,2,116,LH,0,B0202T.gdf
519,2,2,117,RH,1,B0202T.gdf
520,2,2,118,RH,1,B0202T.gdf
521,2,2,119,RH,1,B0202T.gdf
522,2,2,120,RH,1,B0202T.gdf
523,2,3,1,RH,1,B0203T.gdf
524,2,3,3,LH,0,B0203T.gdf
525,2,3,4,RH,1,B0203T.gdf
526,2,3,6,LH,0,B0203T.gdf
527,2,3,7,LH,0,B0203T.gdf
528,2,3,8,RH,1,B0203T.gdf
529,2,3,9,LH,0,B0203T.gdf
530,2,3,10,LH,0,B0203T.gdf
531,2,3,11,RH,1,B0203T.gdf
532,2,3,12,RH,1,B0203T.gdf
533,2,3,13,RH,1,B0203T.gdf
534,2,3,14,LH,0,B0203T.gdf
535,2,3,16,RH,1,B0203T.gdf
536,2,3,18,LH,0,B0203T.gdf
537,2,3,19,RH,1,B0203T.gdf
538,2,3,20,LH,0,B0203T.gdf
539,2,3,21,RH,1,B0203T.gdf
540,2,3,23,RH,1,B0203T.gdf
541,2,3,24,RH,1,B0203T.gdf
542,2,3,25,RH,1,B0203T.gdf
543,2,3,26,LH,0,B0203T.gdf
544,2,3,27,LH,0,B0203T.gdf
545,2,3,28,LH,0,B0203T.gdf
546,2,3,29,LH,0,B0203T.gdf
547,2,3,30,LH,0,B0203T.gdf
548,2,3,31,RH,1,B0203T.gdf
549,2,3,32,RH,1,B0203T.gdf
550,2,3,33,RH,1,B0203T.gdf
551,2,3,34,LH,0,B0203T.gdf
552,2,3,35,LH,0,B0203T.gdf
553,2,3,36,RH,1,B0203T.gdf
554,2,3,37,RH,1,B0203T.gdf
555,2,3,38,LH,0,B0203T.gdf
556,2,3,39,LH,0,B0203T.gdf
557,2,3,40,RH,1,B0203T.gdf
558,2,3,41,RH,1,B0203T.gdf
559,2,3,42,RH,1,B0203T.gdf
560,2,3,45,RH,1,B0203T.gdf
561,2,3,46,LH,0,B0203T.gdf
562,2,3,47,LH,0,B0203T.gdf
563,2,3,48,RH,1,B0203T.gdf
564,2,3,49,RH,1,B0203T.gdf
565,2,3,50,LH,0,B0203T.gdf
566,2,3,51,LH,0,B0203T.gdf
567,2,3,53,LH,0,B0203T.gdf
568,2,3,54,LH,0,B0203T.gdf
569,2,3,55,LH,0,B0203T.gdf
570,2,3,57,RH,1,B0203T.gdf
571,2,3,58,RH,1,B0203T.gdf
572,2,3,59,RH,1,B0203T.gdf
573,2,3,60,RH,1,B0203T.gdf
574,2,3,61,RH,1,B0203T.gdf
575,2,3,62,LH,0,B0203T.gdf
576,2,3,63,LH,0,B0203T.gdf
577,2,3,64,RH,1,B0203T.gdf
578,2,3,65,LH,0,B0203T.gdf
579,2,3,67,RH,1,B0203T.gdf
580,2,3,68,LH,0,B0203T.gdf
581,2,3,69,LH,0,B0203T.gdf
582,2,3,71,LH,0,B0203T.gdf
583,2,3,72,RH,1,B0203T.gdf
584,2,3,73,RH,1,B0203T.gdf
585,2,3,74,RH,1,B0203T.gdf
586,2,3,75,RH,1,B0203T.gdf
587,2,3,76,RH,1,B0203T.gdf
588,2,3,77,LH,0,B0203T.gdf
589,2,3,78,RH,1,B0203T.gdf
590,2,3,79,RH,1,B0203T.gdf
591,2,3,80,LH,0,B0203T.gdf
592,2,3,81,LH,0,B0203T.gdf
593,2,3,82,LH,0,B0203T.gdf
594,2,3,83,LH,0,B0203T.gdf
595,2,3,84,LH,0,B0203T.gdf
596,2,3,85,LH,0,B0203T.gdf
597,2,3,86,LH,0,B0203T.gdf
598,2,3,87,RH,1,B0203T.gdf
599,2,3,88,LH,0,B0203T.gdf
600,2,3,89,RH,1,B0203T.gdf
601,2,3,90,LH,0,B0203T.gdf
602,2,3,94,LH,0,B0203T.gdf
603,2,3,95,RH,1,B0203T.gdf
604,2,3,96,RH,1,B0203T.gdf
605,2,3,97,RH,1,B0203T.gdf
606,2,3,98,RH,1,B0203T.gdf
607,2,3,99,LH,0,B0203T.gdf
608,2,3,100,LH,0,B0203T.gdf
609,2,3,101,LH,0,B0203T.gdf
610,2,3,102,LH,0,B0203T.gdf
611,2,3,103,RH,1,B0203T.gdf
612,2,3,104,LH,0,B0203T.gdf
613,2,3,105,LH,0,B0203T.gdf
614,2,3,107,RH,1,B0203T.gdf
615,2,3,109,LH,0,B0203T.gdf
616,2,3,110,RH,1,B0203T.gdf
617,2,3,111,RH,1,B0203T.gdf
618,2,3,112,RH,1,B0203T.gdf
619,2,3,113,RH,1,B0203T.gdf
620,2,3,114,RH,1,B0203T.gdf
621,2,3,115,RH,1,B0203T.gdf
622,2,3,117,LH,0,B0203T.gdf
623,2,3,118,RH,1,B0203T.gdf
624,2,3,119,RH,1,B0203T.gdf
625,2,3,120,LH,0,B0203T.gdf
626,2,3,121,RH,1,B0203T.gdf
627,2,3,122,LH,0,B0203T.gdf
628,2,3,123,RH,1,B0203T.gdf
629,2,3,124,RH,1,B0203T.gdf
630,2,3,125,LH,0,B0203T.gdf
631,2,3,126,RH,1,B0203T.gdf
632,2,3,127,LH,0,B0203T.gdf
633,2,3,130,RH,1,B0203T.gdf
